app,name,totalTime,testTime,avgCpu,maxMem
Math,testLogGammaNegative,49.405,0.13300000131130219,159.79762591860464,960.0625
Math,testLogGammaNegative,49.869,0.1340000033378601,157.98961339090908,918.546875
Math,testLogGammaNegative,49.801,0.10499999672174454,151.43691633181817,919.81640625
Math,testLogGammaNegative,50.142,0.14100000262260437,155.80000822272729,886.3046875
Math,testLogGammaNegative,50.469,0.164000004529953,155.07858558222222,1033.81640625
Math,testLogGammaNegative,50.061,0.10599999874830246,154.83489839545453,880.9453125
Math,testLogGammaNegative,49.928,0.10999999940395355,158.1274365090909,918.3046875
Math,testLogGammaNegative,49.917,0.10999999940395355,154.01700085681819,878.81640625
Math,testLogGammaNegative,51.013,0.10300000011920929,158.76083498444444,873.890625
Math,testLogGammaNegative,49.822,0.1120000034570694,154.989231625,904.09765625
