app,name,totalTime,testTime,avgCpu,maxMem
WebApp-2,checkShowProfile,148.382,48.797000885009766,48.26140494791667,2646.6953125
WebApp-2,checkShowProfile,153.076,26.33099937438965,84.2375257,2699.67578125
WebApp-2,checkShowProfile,162.217,26.131000518798828,68.944816028,2673.875
WebApp-2,checkShowProfile,152.66,26.367000579833984,72.47980126538462,2626.70703125
WebApp-2,checkShowProfile,171.293,38.5989990234375,46.11970780810811,2707.30078125
WebApp-2,checkShowProfile,145.436,26.03700065612793,78.50670130384616,2701.890625
WebApp-2,checkShowProfile,148.756,26.062999725341797,72.475519476,2706.3359375
WebApp-2,checkShowProfile,152.791,28.878000259399414,68.61043006428571,2618.81640625
WebApp-2,checkShowProfile,186.751,27.909000396728516,68.34323657037038,2733.109375
WebApp-2,checkShowProfile,154.88,26.548999786376953,61.576685492592595,2699.75
