app,name,totalTime,testTime,avgCpu,maxMem
Eslint,CLIEngine executeOnText,133.814,0.3709999918937683,57.60439032542373,818.33984375
Eslint,CLIEngine executeOnText,128.945,0.3700000047683716,60.2387743380531,815.328125
Eslint,CLIEngine executeOnText,132.26,0.38600000739097595,61.68274027863248,857.2265625
Eslint,CLIEngine executeOnText,131.559,0.38600000739097595,60.898569912068965,836.7578125
Eslint,CLIEngine executeOnText,134.505,0.37700000405311584,55.74927244369748,777.76953125
Eslint,CLIEngine executeOnText,135.24,0.38199999928474426,59.1978255975,817.72265625
Eslint,CLIEngine executeOnText,106.021,0.4000000059604645,78.79697148681319,859.234375
Eslint,CLIEngine executeOnText,124.53,0.3880000114440918,61.61522200458715,793.98046875
Eslint,CLIEngine executeOnText,139.432,0.3840000033378601,54.548845826612904,794.2421875
Eslint,CLIEngine executeOnText,115.028,0.37299999594688416,68.75590327227722,823.37109375
