app,name,totalTime,testTime,avgCpu,maxMem
Time,testBasicComps1,32.342,0.013000000268220901,200.37181093846155,533.03515625
Time,testBasicComps1,31.802,0.014000000432133675,198.59220051153846,564.28515625
Time,testBasicComps1,31.981,0.012000000104308128,201.74256397692307,562.765625
Time,testBasicComps1,31.922,0.013000000268220901,195.1014636153846,551.54296875
Time,testBasicComps1,32.39,0.014000000432133675,195.7683390962963,538.3515625
Time,testBasicComps1,31.935,0.014000000432133675,197.55176661538462,550.80078125
Time,testBasicComps1,31.929,0.013000000268220901,200.12648125769232,531.5546875
Time,testBasicComps1,32.437,0.01600000075995922,199.58027424444444,552.02734375
Time,testBasicComps1,32.066,0.013000000268220901,197.45274701538463,537.88671875
Time,testBasicComps1,31.887,0.014000000432133675,201.88724393461538,542.390625
