app,name,totalTime,testTime,avgCpu,maxMem
Math,testInterval,63.256,0.03400000184774399,160.24292077708333,990.0703125
Math,testInterval,59.573,0.03500000014901161,147.55342581086956,974.33984375
Math,testInterval,57.924,0.032999999821186066,153.00329877954545,930.78125
Math,testInterval,64.989,0.035999998450279236,152.57735337346938,936.078125
Math,testInterval,57.339,0.03500000014901161,157.71977906363637,893.046875
Math,testInterval,57.661,0.032999999821186066,156.99520015116278,966.203125
Math,testInterval,59.315,0.03200000151991844,153.24210895,995.98046875
Math,testInterval,59.911,0.032999999821186066,149.04080507021277,960.296875
Math,testInterval,62.382,0.0430000014603138,150.173459675,934.171875
Math,testInterval,58.099,0.032999999821186066,153.41734163555554,929.140625
