app,name,totalTime,testTime,avgCpu,maxMem
WebApp-3,checkShowAdminPage,214.821,85.36900329589844,142.27538191764705,2385.55859375
WebApp-3,checkShowAdminPage,216.962,85.45899963378906,145.07707232261905,2437.203125
WebApp-3,checkShowAdminPage,228.756,86.10399627685547,142.5966585632184,2389.671875
WebApp-3,checkShowAdminPage,201.606,85.91500091552734,149.7763233512195,2392.65625
WebApp-3,checkShowAdminPage,219.494,86.03900146484375,147.7007402297619,2412.24609375
WebApp-3,checkShowAdminPage,178.676,56.404998779296875,112.4924573,2337.32421875
WebApp-3,checkShowAdminPage,213.919,85.66699981689453,149.5683318202381,2399.9609375
WebApp-3,checkShowAdminPage,206.101,81.76599884033203,145.47283135375,2403.5859375
WebApp-3,checkShowAdminPage,202.807,86.0719985961914,146.7526879482353,2448.6875
WebApp-3,checkShowAdminPage,184.4,57.262001037597656,147.44052399272726,2382.54296875
