app,name,totalTime,testTime,avgCpu,maxMem
Closure,testMergeOverflowGraciously,20.708,0.04399999976158142,336.81295098,1021.22265625
Closure,testMergeOverflowGraciously,20.543,0.04600000008940697,335.0442664866667,1048.25
Closure,testMergeOverflowGraciously,20.802,0.04699999839067459,331.30878342666665,1025.203125
Closure,testMergeOverflowGraciously,20.587,0.04399999976158142,332.6277656066667,1009.6328125
Closure,testMergeOverflowGraciously,20.88,0.04600000008940697,328.4520982066667,1037.08203125
Closure,testMergeOverflowGraciously,21.127,0.0560000017285347,332.5367462,1006.50390625
Closure,testMergeOverflowGraciously,21.128,0.04600000008940697,332.60224828,1036.8125
Closure,testMergeOverflowGraciously,20.69,0.04500000178813934,330.94791384666667,1119.765625
Closure,testMergeOverflowGraciously,20.902,0.061000000685453415,333.14064586,1002.2578125
Closure,testMergeOverflowGraciously,21.152,0.04399999976158142,352.41160099285713,1012.29296875
